0	0	0.01274	0.00463	0	0	0.00685	0.03705	0.06519	0.00317	0	0.12382	0.09675	0.12217	0.12578	0.08478	0	0.02784	0.0521	0.01547	0	0.01273	0	0.11134	0.30894	0.14404
0	0	0.01841	0.01779	0.01649	0.02238	0.00614	0.01333	0.04105	0.00565	0.01424	0.08093	0.05732	0.08066	0.0832	0.04883	0.00646	0.01353	0.033	0.02471	0.00018	0.01744	0	0.07556	0.33253	0.18801
0.01274	0.01841	0	0	0.00336	0.0283	0	0.03904	0.02842	0	0.00339	0.07502	0.0723	0.06254	0.07268	0.06312	0.02119	0.01362	0.0193	0	0.00475	0	0.01065	0.05064	0.38199	0.2308
0.00463	0.01779	0	0	0	0.01295	0.00116	0.05592	0.04941	0.00149	0	0.10613	0.10023	0.09471	0.10399	0.08908	0.00921	0.02684	0.0372	0	0.00368	0	0.00103	0.07901	0.31914	0.18264
0	0.01649	0.00336	0	0	0.00032	0.00775	0.06915	0.07014	0.00532	0	0.13633	0.12467	0.12767	0.13495	0.11161	0	0.03927	0.05514	0	0.00356	0	0	0.10887	0.29335	0.14729
0	0.02238	0.0283	0.01295	0.00032	0	0.03164	0.09551	0.11239	0.02459	0	0.18652	0.16668	0.18267	0.18651	0.15179	0	0.06894	0.09432	0.02487	0.01486	0.02848	0	0.16146	0.17142	0.0854
0.00685	0.00614	0	0.00116	0.00775	0.03164	0	0.01411	0.01322	0	0.00718	0.05134	0.0437	0.04265	0.05038	0.03598	0.01909	0	0.0064	0	0	0	0.00706	0.0351	0.47205	0.26174
0.03705	0.01333	0.03904	0.05592	0.06915	0.09551	0.01411	0	0.00315	0.02149	0.06656	0.01173	0	0.01666	0.01461	0	0.06335	0	0.00392	0.05193	0.02472	0.03412	0.04457	0.02128	0.76858	0.42719
0.06519	0.04105	0.02842	0.04941	0.07014	0.11239	0.01322	0.00315	0	0.02396	0.06983	0.00444	0.00438	0	0.00356	0.00175	0.08883	0	0	0.03292	0.03711	0.01853	0.07032	0	0.70583	0.44439
0.00317	0.00565	0	0.00149	0.00532	0.02459	0	0.02149	0.02396	0	0.00459	0.06526	0.05607	0.05738	0.06446	0.04768	0.01371	0.00647	0.01596	0	0	0	0.00288	0.04848	0.35141	0.21382
0	0.01424	0.00339	0	0	0	0.00718	0.06656	0.06983	0.00459	0	0.13595	0.12285	0.12779	0.13483	0.10978	0	0.03821	0.05487	0	0.00227	0	0	0.10945	0.29348	0.14494
0.12382	0.08093	0.07502	0.10613	0.13633	0.18652	0.05134	0.01173	0.00444	0.06526	0.13595	0	0	0	0	0	0.15566	0.01937	0.0111	0.08665	0.08168	0.06538	0.13324	0.00116	0.82992	0.57717
0.09675	0.05732	0.0723	0.10023	0.12467	0.16668	0.0437	0	0.00438	0.05607	0.12285	0	0	0	0	0	0.12951	0.01158	0.0103	0.08692	0.06697	0.06446	0.10704	0.00827	0.94131	0.57113
0.12217	0.08066	0.06254	0.09471	0.12767	0.18267	0.04265	0.01666	0	0.05738	0.12779	0	0	0	0	0	0.15233	0.01517	0.00249	0.07199	0.07678	0.05139	0.1312	0	1.17232	0.7081
0.12578	0.0832	0.07268	0.10399	0.13495	0.18651	0.05038	0.01461	0.00356	0.06446	0.13483	0	0	0	0	0	0.15704	0.01958	0.01006	0.08332	0.08182	0.06254	0.1348	0	0.83417	0.58171
0.08478	0.04883	0.06312	0.08908	0.11161	0.15179	0.03598	0	0.00175	0.04768	0.10978	0	0	0	0	0	0.11609	0.00696	0.0067	0.07653	0.0578	0.05535	0.09428	0.00734	0.89682	0.53871
0	0.00646	0.02119	0.00921	0	0	0.01909	0.06335	0.08883	0.01371	0	0.15566	0.12951	0.15233	0.15704	0.11609	0	0.04749	0.07337	0.02128	0.00417	0.02145	0	0.1377	0.23272	0.10882
0.02784	0.01353	0.01362	0.02684	0.03927	0.06894	0	0	0	0.00647	0.03821	0.01937	0.01158	0.01517	0.01958	0.00696	0.04749	0	0	0.0186	0.01321	0.00693	0.03169	0.0142	0.56305	0.3366
0.0521	0.033	0.0193	0.0372	0.05514	0.09432	0.0064	0.00392	0	0.01596	0.05487	0.0111	0.0103	0.00249	0.01006	0.0067	0.07337	0	0	0.02227	0.02784	0.00983	0.05607	0.00253	0.62421	0.39647
0.01547	0.02471	0	0	0	0.02487	0	0.05193	0.03292	0	0	0.08665	0.08692	0.07199	0.08332	0.07653	0.02128	0.0186	0.02227	0	0.00603	0	0.01176	0.05593	0.50181	0.26813
0	0.00018	0.00475	0.00368	0.00356	0.01486	0	0.02472	0.03711	0	0.00227	0.08168	0.06697	0.07678	0.08182	0.0578	0.00417	0.01321	0.02784	0.00603	0	0.00179	0	0.0672	0.28841	0.17534
0.01273	0.01744	0	0	0	0.02848	0	0.03412	0.01853	0	0	0.06538	0.06446	0.05139	0.06254	0.05535	0.02145	0.00693	0.00983	0	0.00179	0	0.01047	0.03884	0.54434	0.29096
0	0	0.01065	0.00103	0	0	0.00706	0.04457	0.07032	0.00288	0	0.13324	0.10704	0.1312	0.1348	0.09428	0	0.03169	0.05607	0.01176	0	0.01047	0	0.11801	0.29469	0.13337
0.11134	0.07556	0.05064	0.07901	0.10887	0.16146	0.0351	0.02128	0	0.04848	0.10945	0.00116	0.00827	0	0	0.00734	0.1377	0.0142	0.00253	0.05593	0.0672	0.03884	0.11801	0	0.89109	0.57566
0.30894	0.33253	0.38199	0.31914	0.29335	0.17142	0.47205	0.76858	0.70583	0.35141	0.29348	0.82992	0.94131	1.17232	0.83417	0.89682	0.23272	0.56305	0.62421	0.50181	0.28841	0.54434	0.29469	0.89109	0	0
0.14404	0.18801	0.2308	0.18264	0.14729	0.0854	0.26174	0.42719	0.44439	0.21382	0.14494	0.57717	0.57113	0.7081	0.58171	0.53871	0.10882	0.3366	0.39647	0.26813	0.17534	0.29096	0.13337	0.57566	0	0
